"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"VACANCY2",5,"Occupancy and Tenure",2,"Vacancy Characteristics",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","IUF Only","Additional vacancy status information","HOUSEHOLD","Character","JVACANCY2","Coming soon","01: Foreclosure||02: Personal / family reasons||03: Legal proceedings||04: Preparing for rent or sale||05: Held for storage||06: Needs repairs||07: Currently under renovation||08: Specific use||09: Extended absence||10: Abandoned||11: Other||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","Withheld","INTSTATUS in ('2' '3') and VACANCY = '07'","VACANCY2 is asked when the respondent indicates that the unit is vacant for a reason that is not listed in VACANC2 (Is that house for rent only? For rent or for sale? For sale only? Rented, but not yet occupied? Sold, but not yet occupied? Held for occasional use throughout the year?)."
"VACMONTHS",6,"Occupancy and Tenure",2,"Vacancy Characteristics",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Number of months unit has been vacant","HOUSEHOLD","Numeric","JVACMONTHS","Coming soon","0: Less than 1 month||1 : 24: 1 to 24 months||25: More than 2 years||26: Never occupied as a permanent home||M or -9: Not reported||N or -6: Not applicable","How many months has that unit been vacant?","MOVAC","None","INTSTATUS = '3'",
"PERMNEAR",1,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this unit is within 150 miles of owners residence","HOUSEHOLD","Character","JPERMNEAR","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Is this unit within 150 miles of the owner's current residence?","S150MV","None","INTSTATUS in ('2' '3') and (VACPRIRES in ('1' '2' 'M') or VACREC in ('1' '2' 'M') or VACINVEST in ('1' '2' 'M') or VACSELL in ('1' '2' 'M') or VACINHER in ('1' '2' 'M') or VACOTH in ('1' '2' 'M'))",
"SUITYRRND",2,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this unit is suitable for year round use","HOUSEHOLD","Character","JSUITYRRND","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Does the construction and heating of this housing unit make it suitable for year round use?","YRRND","None","INTSTATUS in ('2' '3') and VACANCY in ('08' '09' '10' '11' 'M')",
"VACINHER",3,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this unit was inherited","HOUSEHOLD","Character","JVACINHER","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Which of the following reasons is why the owner owns this unit? (Mark all that apply)","WHYOWN","None","(INTSTATUS = '2' and VACANCY <> '11') or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))","Starting in 2015, these answer categories for WHYOWN were randomized in the Instrument"
"VACINVEST",4,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this unit is used for investment purposes","HOUSEHOLD","Character","JVACINVEST","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Which of the following reasons is why the owner owns this unit? (Mark all that apply)","WHYOWN","None","(INTSTATUS = '2' and VACANCY <> '11') or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))","Starting in 2015, these answer categories for WHYOWN were randomized in the Instrument"
"VACOTH",5,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this unit is owned for some other reason","HOUSEHOLD","Character","JVACOTH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Which of the following reasons is why the owner owns this unit? (Mark all that apply)","WHYOWN","None","(INTSTATUS = '2' and VACANCY <> '11') or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))",
"VACPRIRES",6,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this was a previous usual residence","HOUSEHOLD","Character","JVACPRIRES","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Which of the following reasons is why the owner owns this unit? (Mark all that apply)","WHYOWN","None","(INTSTATUS = '2' and VACANCY <> '11') or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))","Starting in 2015, these answer categories for WHYOWN were randomized in the Instrument"
"VACREC",7,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating this unit is used for recreational purposes","HOUSEHOLD","Character","JVACREC","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Which of the following reasons is why the owner owns this unit? (Mark all that apply)","WHYOWN","None","(INTSTATUS = '2' and VACANCY <> '11') or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))","Starting in 2015, these answer categories for WHYOWN were randomized in the Instrument"
"VACRESDAYS",8,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Number of nights owner spends at this unit","HOUSEHOLD","Character","JVACRESDAYS","Coming soon","1: 0 to 2 nights||2: 3 to 7 nights||3: 8 or more nights||M or -9: Not reported||N or -6: Not applicable","In the past year, how many nights did the owner(s) stay in this unit?","SNITEV","None","(INTSTATUS = '2' and VACANCY in ('01' '02' '03' '04' '05' '06' '07' '08' '09' '10' 'M')) or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))",
"VACRNTDAYS",9,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Number of nights this unit was rented out","HOUSEHOLD","Character","JVACRNTDAYS","Coming soon","1: 0 to 2 nights||2: 3 to 7 nights||3: 8 or more nights||M or -9: Not reported||N or -6: Not applicable","In the past year, how many nights was this unit rented out?","SRENTV","None","INTSTATUS in ('2' '3') and VACRESDAYS in ('1' '2' '3' 'M')",
"VACSELL",10,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the owner wishes to sell this unit, but has not been able to do so","HOUSEHOLD","Character","JVACSELL","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Which of the following reasons is why the owner owns this unit? (Mark all that apply)","WHYOWN","None","(INTSTATUS = '2' and VACANCY <> '11') or (INTSTATUS = '3' and VACANCY in ('06' '08' '09' '10'))","Starting in 2015, these answer categories for WHYOWN were randomized in the Instrument"
"OCCAPRIL",1,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in April","HOUSEHOLD","Character","JOCCAPRIL","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCAUGUST",2,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in August","HOUSEHOLD","Character","JOCCAUGUST","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCDECEM",3,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in December","HOUSEHOLD","Character","JOCCDECEM","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCFEBRU",4,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in February","HOUSEHOLD","Character","JOCCFEBRU","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCJANUR",5,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in January","HOUSEHOLD","Character","JOCCJANUR","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCJULY",6,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in July","HOUSEHOLD","Character","JOCCJULY","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCJUNE",7,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in June","HOUSEHOLD","Character","JOCCJUNE","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCMARCH",8,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in March","HOUSEHOLD","Character","JOCCMARCH","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCMAY",9,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in May","HOUSEHOLD","Character","JOCCMAY","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCNOVEM",10,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in November","HOUSEHOLD","Character","JOCCNOVEM","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCOCTOB",11,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in October","HOUSEHOLD","Character","JOCCOCTOB","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCSEPTEM",12,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied in September","HOUSEHOLD","Character","JOCCSEPTEM","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"OCCYRRND",13,"Occupancy and Tenure",2,"Months Occupied",4,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit is typically occupied year-round","HOUSEHOLD","Character","JOCCYRRND","Coming soon","1: Yes||2: No||N or -6: Not applicable","During what months is this unit occupied during a typical year? (Mark all that apply)","MOSOCC","None","INTSTATUS in ('2' '3')",
"BLD",1,"Structural",3,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of housing unit","HOUSEHOLD","Character","JBLD","Coming soon","01: Mobile home or trailer||02: One-family house, detached||03: One-family house, attached||04: 2 apartments||05: 3 to 4 apartments||06: 5 to 9 apartments||07: 10 to 19 apartments||08: 20 to 49 apartments||09: 50 or more apartments||10: Boat, RV, van, etc.","See User Notes","See User Notes","Collapsed","INTSTATUS in ('1' '2' '3')","BLD is determined using information from multiple items, including HTYPE, ISTYPE, and NUNITS."
"GUTREHB",2,"Structural",3,"General",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating unit has undergone a gut rehabilitation in the last 10 years","HOUSEHOLD","Character","JGUTREHB","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Gut rehabilitation is defined as the general replacement of the interior of a building including the HVAC, plumbing and electrical components. Has this housing unit undergone a gut rehabilitation in the last 10 years?","GUTREHB","None","INTSTATUS = '1' and TENURE = '1' and YRBUILT_IUF < (20XX - 10)",
