"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"YRRND",20,"Occupancy and Tenure",2,"Seasonal and URE Characteristics",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2003 National, 2001 National","PUF","Unit suitable for year round use","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"MOSALL",14,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied year-round","HOUSEHOLD","Character","JMOSALL",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSAPR",15,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in April","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSAUG",16,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in August","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSDEC",17,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in December","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSFEB",18,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in February","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSJAN",19,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in January","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSJUL",20,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in July","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSJUN",21,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in June","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSMAR",22,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in March","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSMAY",23,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in May","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSNOV",24,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in November","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSOCT",25,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in October","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"MOSSEP",26,"Occupancy and Tenure",2,"Months Occupied",4,"2013 National, 2013 Metro","PUF","Unit is typically occupied in September","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused",,,,,
"NUNITS",3,"Structural",3,"General",1,"2013 National, 2011 National","PUF","Number of living units in building","HOUSEHOLD","Numeric","JUNITS",,"1 : 997: 1 to 997 apartments||998: 998 apartments or more||D: Don't know",,,,,
"NUNITS",3,"Structural",3,"General",1,"2013 Metro, 2011 Metro, 2007 Metro, 2004 Metro, 2002 Metro","PUF","Number of living units in building","HOUSEHOLD","Numeric","JUNITS",,"1 : 997: 1 to 997",,,,,
"BUILT",6,"Structural",3,"General",1,"2013 National, 2013 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro","PUF","Year unit was built","HOUSEHOLD","Numeric","JBUILT",,"1919: 1919 or earlier||1920: 1920 to 1929||1930: 1930 to 1939||1940: 1940 to 1949||1950: 1950 to 1959||1960: 1960 to 1969||1970: 1970 to 1974||1975: 1975 to 1979||1980: 1980 to 1984||1985: 1985 to 1989||1990: 1990 to 1994||1995: 1995 to 1999||2000 : YYYY: 2000 to YYYY",,,,,
"BUSPER",7,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2001 National","PUF","Number of rooms used for business or personal use","HOUSEHOLD","Numeric","JUSPER",,"0: None||1 : 9: 1 to 9||10: 10 or more||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"CLIMB",8,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2003 National, 2002 Metro, 2001 National","PUF","Number of floors from main entrance to apartment","HOUSEHOLD","Numeric","JCLIMB",,"0: Same floor||1 : 20: 1 to 20||21: 21 or more||B: Not applicable",,,,,
"DIRAC",9,"Structural",3,"General",1,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National, 1999 National","PUF","Number of offices having direct access","HOUSEHOLD","Numeric","NA",,"0: None||1 : 10: 1 to 10||R: Refused||B: Not applicable",,,,,
"DIRAC",9,"Structural",3,"General",1,"2013 Metro, 2011 Metro, 2007 Metro, 2004 Metro","PUF","Number of offices having direct access","HOUSEHOLD","Numeric","NA",,"0: None||1 : 10: 1 to 10||D: Don't know||R: Refused||B: Not applicable",,,,,
"DRSHOP",10,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Medical office or community store on property","HOUSEHOLD","Character","JRSHOP",,"1: Yes||2: No||B: Not applicable",,,,,
"ELEV",11,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Working passenger elevator","HOUSEHOLD","Character","JELEV",,"1: No elevator||2: At least one working elevator||3: All elevators not working||B: Not applicable",,,,,
"ELEVWK",12,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro","PUF","At least 1 elevator in working order","HOUSEHOLD","Character","NA",,"1: Yes||2: No||B: Not applicable",,,,,
"EXCLUS",13,"Structural",3,"General",1,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National","PUF","Number offices used exclusively for business","HOUSEHOLD","Numeric","JXCLUS",,"0: None||1 : 9: 1 to 9 offices used exclusively for business||10: 10 or more||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"EXCLUS",13,"Structural",3,"General",1,"2013 Metro, 2009 Metro, 2007 Metro, 2004 Metro","PUF","Number offices used exclusively for business","HOUSEHOLD","Numeric","JXCLUS",,"0: None||1 : 9: 1 to 9||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"FLOORS",14,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Number of stories in building","HOUSEHOLD","Numeric","JLOORS",,"1 : 20: 1 to 20||21: 21 or more",,,,,
"FRSIT",15,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2005 National, 2004 Metro, 2001 National, 1999 National","PUF","First site mobile home ever placed on","HOUSEHOLD","Character","NA",,"1: First site||2: Moved from another site||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"NUNIT2",16,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Structure type","HOUSEHOLD","Character","JUNIT2",,"1: 1 unit building, detached||2: 1 unit building, attached||3: Building with 2 or more apartments||4: Manufactured / mobile home",,,,,
"OTBUP",17,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2005 National","PUF","Other building on property used as living quarters","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"SHARAT",18,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2004 Metro, 2003 National","PUF","Unit shares attic or basement","HOUSEHOLD","Character","JHARAT",,"1: Yes||2: No||B: Not applicable",,,,,
"SHARFR",19,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Unit shares furnace or boiler","HOUSEHOLD","Character","JHARFR",,"1: Yes||2: No||B: Not applicable",,,,,
"TYPE",20,"Structural",3,"General",1,"2013 National, 2013 Metro, 2011 National, 2005 National","PUF","Housing unit type","HOUSEHOLD","Character","JTYPE",,"01: House, apartment, flat||02: Mobile home with no permanent room added||03: Mobile home with permanent room added||04: Housing unit in non transient hotel, motel etc.||05: Housing unit in transient hotel, motel etc.||06: Housing unit rooming house||07: Boat or recreational vehicle||08: Tent, cave, or railroad car||09: Other housing units",,,,,
"GARAGE",2,"Structural",3,"Exterior Features",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Garage or carport included with unit","HOUSEHOLD","Character","JARAGE",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported",,,,,
"NOSTEP",8,"Structural",3,"Exterior Features",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro","PUF","Entrance accessible without steps or stairs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported",,,,,
"PORCH",9,"Structural",3,"Exterior Features",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Unit has porch, deck, balcony, or patio","HOUSEHOLD","Character","JPORCH",,"1: Yes||2: No",,,,,
"ANCHOR",11,"Structural",3,"Exterior Features",2,"2013 National, 2011 National, 2011 Metro, 2009 National, 2007 National, 2005 National, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Method used to anchor mobile home","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"EBAR",12,"Structural",3,"Exterior Features",2,"2013 National, 2011 National","PUF","Windows covered with metal bars","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"EBAR",12,"Structural",3,"Exterior Features",2,"2013 Metro, 2011 Metro","PUF","Windows covered with metal bars","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"INCP",13,"Structural",3,"Exterior Features",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2004 Metro, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Off-street parking included","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"LOT",14,"Structural",3,"Exterior Features",2,"2013 National, 2013 Metro","PUF","Square footage of lot","HOUSEHOLD","Numeric","JLOT",,"200 : 999997: 200 to 999,997 square feet||999998: Not reported||B: Not applicable",,,,,
"MOBILTYP",15,"Structural",3,"Exterior Features",2,"2013 National, 2013 Metro","PUF","Manufactured / mobile home type","HOUSEHOLD","Character","NA",,"1: Single-wide unit||2: Double-wide or larger unit||B: Not applicable",,,,,
"DENS",4,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of dens, libraries, TV rooms in unit","HOUSEHOLD","Numeric","JDENS",,"0 : 5: 0 to 5 dens, libraries, or TV rooms",,,,,
"DINING",5,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of dining rooms in unit","HOUSEHOLD","Numeric","JINING",,"0 : 5: 0 to 5",,,,,
"LAUNDY",11,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of laundry or utility rooms in unit","HOUSEHOLD","Numeric","JAUNDY",,"0 : 5: 0 to 5 laundry or utility rooms",,,,,
"LIVING",12,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2005 National, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro","PUF","Number of living rooms in unit","HOUSEHOLD","Numeric","JIVING",,"0 : 4: 0 to 4||5: 5 or more",,,,,
"OTHFN",13,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of other finished rooms in unit","HOUSEHOLD","Numeric","JOTHFN",,"0 : 10: 0 to 10 other finished rooms",,,,,
"BATHS",22,"Structural",3,"Interior Features",3,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National, 1999 National","PUF","Number of full bathrooms in unit","HOUSEHOLD","Numeric","JBATHS",,"0 : 9: 0 to 9 full bathrooms||10: 10 or more full bathrooms",,,,,
"BATHS",22,"Structural",3,"Interior Features",3,"2013 Metro, 2011 Metro, 2009 Metro, 2007 Metro, 2004 Metro, 2002 Metro, 1998 Metro","PUF","Number of full bathrooms in unit","HOUSEHOLD","Numeric","JBATHS",,"0: No bathrooms||1 : 9: 1 to 9 bathrooms||10: 10 or more",,,,,
"BEDRMS",23,"Structural",3,"Interior Features",3,"2013 National, 2011 National","PUF","Number of bedrooms in unit","HOUSEHOLD","Numeric","JEDRMS",,"0 : 9: 0 to 9 bedrooms",,,,,
"BEDRMS",23,"Structural",3,"Interior Features",3,"2013 Metro, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of bedrooms in unit","HOUSEHOLD","Numeric","JEDRMS",,"0 : 9: 0 to 9 bedrooms||10: 10 or more bedrooms",,,,,
"BSINK",24,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Unit has a bathroom sink","HOUSEHOLD","Character","JBSINK",,"1: Yes||2: No",,,,,
"CELLAR",25,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Unit has a basement","HOUSEHOLD","Character","JELLAR",,"1: With basement under all of the house||2: With basement under part of the house||3: With crawl space||4: On a concrete slab||5: In some other way||B: Not applicable",,,,,
"FAMRM",26,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Number of family rooms or great rooms in unit","HOUSEHOLD","Numeric","JFAMRM",,"0 : 5: 0 to 5 family rooms or great rooms",,,,,
"HALFB",27,"Structural",3,"Interior Features",3,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National, 1999 National, 1997 National","PUF","Number of half bathrooms in unit","HOUSEHOLD","Numeric","JHALFB",,"0 : 10: 0 to 10 half bathrooms",,,,,
"HALFB",27,"Structural",3,"Interior Features",3,"2013 Metro, 2011 Metro, 2009 Metro, 2007 Metro, 2004 Metro, 2002 Metro, 1998 Metro","PUF","Number of half bathrooms in unit","HOUSEHOLD","Numeric","JHALFB",,"0 : 10: 0 to 10",,,,,
"KEXCLU",28,"Structural",3,"Interior Features",3,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Kitchen facilities for household use only","HOUSEHOLD","Character","JEXCLU",,"1: Yes||2: No||B: Not applicable",,,,,
