Table,NAME,FMTName,Type,Value,Label,Flat,Metro
AHS2021,ENROLL11,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL11,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL11,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL12,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL12,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL12,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL12,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL13,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL13,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL13,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL13,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL14,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL14,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL14,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL14,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL15,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL15,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL15,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL15,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL16,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL16,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL16,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL16,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL17,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL17,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL17,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL17,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL18,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL18,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL18,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL18,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL19,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL19,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL19,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL19,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL2,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL2,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL2,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL2,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL3,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL3,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL3,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL3,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL4,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL4,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL4,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL4,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL5,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL5,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL5,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL5,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL6,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL6,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL6,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL6,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL7,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL7,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL7,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL7,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL8,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL8,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL8,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL8,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENROLL9,ENROLL,C,1,Yes,YES,YES
AHS2021,ENROLL9,ENROLL,C,2,No,YES,YES
AHS2021,ENROLL9,ENROLL,C,M,Not reported,YES,YES
AHS2021,ENROLL9,ENROLL,C,N,Not applicable,YES,YES
AHS2021,ENTRYSYS,ENTRYSYS,C,1,Yes,YES,YES
AHS2021,ENTRYSYS,ENTRYSYS,C,2,No,YES,YES
AHS2021,ENTRYSYS,ENTRYSYS,C,M,Not reported,YES,YES
AHS2021,ENTRYSYS,ENTRYSYS,C,N,Not applicable,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE1,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE10,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE11,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE12,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE13,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE14,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE15,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE16,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE17,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE18,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE19,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE2,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE3,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE4,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE5,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE6,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE7,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE8,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,0,Not a family,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,1,Primary subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,2,1st subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,3,2nd subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,4,3rd subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,5,4th subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,6,5th subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,7,6th subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,8,7th subfamily,YES,YES
AHS2021,FAMLINE9,FAMLINE,C,9,8th subfamily,YES,YES
AHS2021,FAMREL1,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL1,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL1,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL1,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL1,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL10,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL10,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL10,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL10,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL10,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL11,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL11,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL11,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL11,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL11,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL12,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL12,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL12,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL12,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL12,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL13,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL13,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL13,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL13,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL13,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL14,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL14,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL14,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL14,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL14,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL15,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL15,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL15,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL15,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL15,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL16,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL16,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL16,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL16,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL16,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL17,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL17,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL17,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL17,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL17,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL18,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL18,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL18,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL18,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL18,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL19,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL19,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL19,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL19,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL19,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL2,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL2,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL2,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL2,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL2,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL3,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL3,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL3,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL3,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL3,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL4,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL4,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL4,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL4,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL4,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL5,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL5,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL5,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL5,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL5,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL6,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL6,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL6,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL6,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL6,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL7,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL7,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL7,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL7,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL7,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL8,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL8,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL8,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL8,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL8,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMREL9,FAMREL,C,0,Not in a family,YES,YES
AHS2021,FAMREL9,FAMREL,C,1,Reference person of family,YES,YES
AHS2021,FAMREL9,FAMREL,C,2,Spouse of reference person of family,YES,YES
AHS2021,FAMREL9,FAMREL,C,3,Child of reference person of family,YES,YES
AHS2021,FAMREL9,FAMREL,C,4,Other relative of reference person of family,YES,YES
AHS2021,FAMTYP1,FAMTYP,C,1,Primary family,YES,YES
AHS2021,FAMTYP1,FAMTYP,C,2,Primary individual,YES,YES
AHS2021,FAMTYP1,FAMTYP,C,3,Related subfamily,YES,YES
AHS2021,FAMTYP1,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2021,FAMTYP1,FAMTYP,C,5,Secondary individual,YES,YES
AHS2021,FAMTYP10,FAMTYP,C,1,Primary family,YES,YES
AHS2021,FAMTYP10,FAMTYP,C,2,Primary individual,YES,YES
AHS2021,FAMTYP10,FAMTYP,C,3,Related subfamily,YES,YES
AHS2021,FAMTYP10,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2021,FAMTYP10,FAMTYP,C,5,Secondary individual,YES,YES
AHS2021,FAMTYP11,FAMTYP,C,1,Primary family,YES,YES
AHS2021,FAMTYP11,FAMTYP,C,2,Primary individual,YES,YES
AHS2021,FAMTYP11,FAMTYP,C,3,Related subfamily,YES,YES
AHS2021,FAMTYP11,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2021,FAMTYP11,FAMTYP,C,5,Secondary individual,YES,YES
AHS2021,FAMTYP12,FAMTYP,C,1,Primary family,YES,YES
AHS2021,FAMTYP12,FAMTYP,C,2,Primary individual,YES,YES
AHS2021,FAMTYP12,FAMTYP,C,3,Related subfamily,YES,YES
AHS2021,FAMTYP12,FAMTYP,C,4,Unrelated subfamily,YES,YES
AHS2021,FAMTYP12,FAMTYP,C,5,Secondary individual,YES,YES
